group,genres,year,url,genres_coded
ДЗВIН,,1989.0,https://uk.wikipedia.org/wiki/%D0%94%D0%B7%D0%B2%D1%96%D0%BD_(%D0%B3%D1%83%D1%80%D1%82),
ДЗВОНИ,,1984.0,https://uk.wikipedia.org/wiki/%D0%94%D0%B7%D0%B2%D0%BE%D0%BD%D0%B8_(%D0%B3%D1%83%D1%80%D1%82),
ДЗД,,,,
ДЗИГА-ДЖАЗ,,,,
ДИАЛОГ,ПРОГРЕССИВНЫЙ РОК;АРТ-РОК;ХЕВИ-МЕТАЛ;РОК-Н-РОЛЛ;СИНТИ-ПОП;НОВАЯ ВОЛНА;ПОСТ-ПАНК,1979.0,https://ru.wikipedia.org/wiki/%D0%94%D0%B8%D0%B0%D0%BB%D0%BE%D0%B3_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),NEW WAVE;PROGRESSIVE ROCK;SYNTH POP;ROCK-N-ROLL;POST PUNK;ART ROCK;HEAVY METAL
ДИАНА,ПОП-ДИСКО;СИНТИ-ПОП;ТАНЦЕВАЛЬНАЯ МУЗЫКА;ПОП-МУЗЫКА,1991.0,https://ru.wikipedia.org/wiki/%D0%94%D0%B8%D0%B0%D0%BD%D0%B0_(%D0%BF%D1%80%D0%BE%D0%B5%D0%BA%D1%82),POP;DANCE;POP DISCO;SYNTH POP
ДИАПАЗОН,,,,
ДИАПОЗИТИВ,,,,
ДИВА,,,,
ДИЗЕНТЕРIЯ,,,,
ДИКАЯ ОХОТА,,,,
ДИКИЙ БЛЮЗ,,,,
ДИЛИЖАНС-ДЖАЗ,,,,
ДИМНА СУМIШ,,1998.0,https://uk.wikipedia.org/wiki/%D0%94%D0%B8%D0%BC%D0%BD%D0%B0_%D0%A1%D1%83%D0%BC%D1%96%D1%88,
ДИНАМИК,АРТ-РОК;БЛЮЗ;РОК;ХАРД-РОК;НОВАЯ ВОЛНА;РЕГГИ,1982.0,https://ru.wikipedia.org/wiki/%D0%94%D0%B8%D0%BD%D0%B0%D0%BC%D0%B8%D0%BA_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),NEW WAVE;ROCK;HARD ROCK;REGGAE;ART ROCK;BLUES
ДИНАМИТ,POP,1999.0,https://ru.wikipedia.org/wiki/%D0%94%D0%B8%D0%BD%D0%B0%D0%BC%D0%B8%D1%82_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),POP
ДИНАСТИЯ АЛЬФА,,,,
ДИСКОТЕКА АВАРИЯ,ДИСКО;ЕВРОДЭНС;ХАУС;АЛЬТЕРНАТИВНЫЙ ХИП-ХОП;ПОП;КАМЕДИ-ПОП;ПОП-РОК,1990.0,https://ru.wikipedia.org/wiki/%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0_%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F,POP ROCK;POP;ALTERNATIVE HIP HOP;DISCO;HOUSE;COMEDY POP;EURO DANCE
ДИССОНАНС,,,,
ДИЭЛО,,,,
ДК,ЭКСПЕРИМЕНТАЛЬНЫЙ РОК;ПСИХОДЕЛИЧЕСКИЙ РОК;КОНЦЕПТУАЛЬНАЯ МУЗЫКА;БЛЮЗ-РОК;ХАРД-РОК;ДЖАЗ-РОК;АРТ-ПАНК;LO-FI;SPOKEN WORD,1980.0,https://ru.wikipedia.org/wiki/%D0%94%D0%9A_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),BLUES ROCK;EXPERIMENTAL ROCK;CONCEPTUAL;JAZZ ROCK;HARD ROCK;PSYCHODELIC ROCK;ART PUNK;LO-FI;SPOKEN WORD
ДМЦ,ПРОГРЕСИВНИЙ РОК;ФОЛК-РОК;АЛЬТЕРНАТИВНА МУЗИКА;ПОСТ-ПАНК,2002.0,https://uk.wikipedia.org/wiki/%D0%94%D0%9C%D0%A6_(%D0%B3%D1%83%D1%80%D1%82),FOLK ROCK;PROGRESSIVE ROCK;POST PUNK;ALTERNATIVE
ДНIСТЕР,,,,
ДОБРЫ МОЛОДЦЫ,ФОЛК-РОК;РОК;ПОП-РОК;АРТ-РОК;СОФТ-РОК,1963.0,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%B1%D1%80%D1%8B_%D0%BC%D0%BE%D0%BB%D0%BE%D0%B4%D1%86%D1%8B,FOLK ROCK;ART ROCK;ROCK;SOFT ROCK;POP ROCK
ДОЗА,,,,
ДОКТОР ВАТСОН,ПОП;БИТ;РЕТРО,1985.0,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BA%D1%82%D0%BE%D1%80_%D0%92%D0%B0%D1%82%D1%81%D0%BE%D0%BD_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),POP;BEAT;RETRO
ДОКТОР ДЖАЗ,,,,
ДОМ ВЕТРОВ,,,,
ДОМ КУКОЛ,РОК;АЛЬТЕРНАТИВНЫЙ РОК,1997.0,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BC_%D0%9A%D1%83%D0%BA%D0%BE%D0%BB,ALTERNATIVE ROCK;ROCK
ДОМ МЯСНИКА,,,,
ДОМАШНЯЯ ЛАБОРАТОРИЯ,,,,
ДОППЕЛЬБОК,,,,
ДОРОГА ВОДАНА,ФОЛК-РОК;ФОЛК-МЕТАЛ,2003.0,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D1%80%D0%BE%D0%B3%D0%B0_%D0%92%D0%BE%D0%B4%D0%B0%D0%BD%D0%B0,FOLK ROCK;FOLK METAL
ДОЧЬ МОНРО И КЕННЕДИ,ПАНК;ПОСТ-ПАНК;ФОЛК-РОК;АЛЬТЕРНАТИВНЫЙ РОК,1996.0,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D1%87%D1%8C_%D0%9C%D0%BE%D0%BD%D1%80%D0%BE_%D0%B8_%D0%9A%D0%B5%D0%BD%D0%BD%D0%B5%D0%B4%D0%B8,FOLK ROCK;ALTERNATIVE ROCK;POST PUNK;PUNK
ДОЩ,РОК;СОУЛ;УКРАЇНСЬКИЙ РОК;АЛЬТЕРНАТИВНИЙ РОК,1998.0,https://uk.wikipedia.org/wiki/%D0%94%D0%BE%D1%89_(%D0%B3%D1%83%D1%80%D1%82),UKRAINIAN ROCK;ALTERNATIVE ROCK;ROCK;SOUL
ДРАГЛАЙН,РОК,1993.0,https://uk.wikipedia.org/wiki/%D0%94%D1%80%D0%B0%D0%B3%D0%BB%D0%B0%D0%B9%D0%BD_(%D0%B3%D1%83%D1%80%D1%82),ROCK
ДРАМАТИКА,,,,
ДРЕВО,,1979.0,https://uk.wikipedia.org/wiki/%D0%94%D1%80%D0%B5%D0%B2%D0%BE_(%D0%B3%D1%83%D1%80%D1%82),
ДРЕВО ЖЕЛАНИЙ,,,,
ДРИМБАДАДЗИҐА,ФОЛЬК-РОК;РОК;ЕТНО-РОК;АЛЬТЕРНАТИВНА МУЗИКА,2006.0,https://uk.wikipedia.org/wiki/%D0%94%D1%80%D0%B8%D0%BC%D0%B1%D0%B0%D0%94%D0%B0%D0%94%D0%B7%D0%B8%D2%91%D0%B0,FOLK ROCK;ROCK;ETHNO ROCK;ALTERNATIVE
ДРУГА РIКА,РОК-МУЗИКА;АЛЬТЕРНАТИВНИЙ РОК;БРИТ-ПОП,1996.0,https://uk.wikipedia.org/wiki/%D0%94%D1%80%D1%83%D0%B3%D0%B0_%D0%A0%D1%96%D0%BA%D0%B0,ALTERNATIVE ROCK;BRIT POP;ROCK
ДРУГЕ ДИХАННЯ,БЛЮЗ;РОК-МУЗИКА;БІГ-БІТ,1977.0,https://uk.wikipedia.org/wiki/%D0%94%D1%80%D1%83%D0%B3%D0%B5_%D0%B4%D0%B8%D1%85%D0%B0%D0%BD%D0%BD%D1%8F,BIG BEAT;BLUES;ROCK
ДРУГИЕ,,,,
ДРУГОЙ ПОДИХ,,,,
ДРУЖЕ МУЗИКО,ETHNO-DRIVE ROCK,2009.0,https://uk.wikipedia.org/wiki/%D0%94%D1%80%D1%83%D0%B6%D0%B5_%D0%9C%D1%83%D0%B7%D0%B8%D0%BA%D0%BE,ETHNO-DRIVE ROCK
ДРУЖКИ,,,,
ДУБЛЬ-1,,,,
ДУБОВАЯ РОЩА,ТРЭШ-МЕТАЛЛ;АКАДЕМИЧЕСКАЯ МУЗЫКА;ПАНК-РОК;СКА,1989.0,https://ru.wikipedia.org/wiki/%D0%94%D1%83%D0%B1%D0%BE%D0%B2%D0%B0%D1%8F_%D1%80%D0%BE%D1%89%D0%B0_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),PUNK ROCK;SKA;ACADEMIC MUSIC;THRASH METAL
ДУБОВСАУНД,,,,
ДУБОВЫЙ ГААЙЪ,ЭКСПЕРИМЕНТАЛЬНЫЙ РОК;НОЙЗ-РОК;ПСИХОДЕЛИЧЕСКИЙ РОК;АЛЬТЕРНАТИВНЫЙ РОК;РЭПКОР;АЛЬТЕРНАТИВНЫЙ РЭП;ПОСТ-ПАНК;ТРИП-ХОП,1989.0,https://ru.wikipedia.org/wiki/%D0%94%D1%83%D0%B1%D0%BE%D0%B2%D1%8B%D0%B9_%D0%93%D0%B0%D0%B0%D0%B9%D1%8A,EXPERIMENTAL ROCK;PSYCHODELIC ROCK;TRIP HOP;ALTERNATIVE ROCK;ALTERNATIVE RAP;NOISE ROCK;POST PUNK;RAPCORE
ДУБЫ-КОЛДУНЫ,РОК,1993.0,https://ru.wikipedia.org/wiki/%D0%94%D1%83%D0%B1%D1%8B-%D0%9A%D0%BE%D0%BB%D0%B4%D1%83%D0%BD%D1%8B,ROCK
ДУХИ,ФОЛК-РОК;РОК;ФОЛК-ПАНК,1989.0,https://ru.wikipedia.org/wiki/%D0%94%D1%83%D1%85%D0%B8_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),FOLK ROCK;ROCK;FOLK PUNK
ДУШАНБЭНД,,,,
ДЫМ,РОК;АРТ-РОК;ХАРД-РОК,,https://ru.wikipedia.org/wiki/%D0%94%D1%8B%D0%BC_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),ART ROCK;ROCK;HARD ROCK
ДЫМОВАЯ ЗАВЕСА,АЛЬТЕРНАТИВНЫЙ РЭП;АНДЕГРАУНД;ХИП-ХОП;РЭП;ТРИП-ХОП,1996.0,https://ru.wikipedia.org/wiki/%D0%94%D1%8B%D0%BC%D0%BE%D0%B2%D0%B0%D1%8F_%D0%B7%D0%B0%D0%B2%D0%B5%D1%81%D0%B0_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),TRIP HOP;ALTERNATIVE RAP;UNDERGROUND;RAP;HIP HOP
ДЭФОЛИАНТ,,,,
ДЮНА,ПОП;ШАНСОН;ПОП-РОК;ЭСТРАДА;КАМЕДИ-РОК,1987.0,https://ru.wikipedia.org/wiki/%D0%94%D1%8E%D0%BD%D0%B0_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),POP;CHANSON;COMEDY ROCK;ESTRADE;POP ROCK
ДЯГЕЛЬ & МОНГОЛЫ,РУССКИЙ РОК,2002.0,https://ru.wikipedia.org/wiki/%D0%94%D1%8F%D0%B3%D0%B5%D0%BB%D1%8C_%26_%D0%9C%D0%BE%D0%BD%D0%B3%D0%BE%D0%BB%D1%8B,RUSSIAN ROCK
ДЯДЯ ГО,ФОЛК-РОК;БАРОККО-РОК,1987.0,https://ru.wikipedia.org/wiki/%D0%94%D1%8F%D0%B4%D1%8F_%D0%93%D0%BE,BAROQUE ROCK;FOLK ROCK
ДЯДЯ СЭМ,,,,
ЕВА,ГЛЭМ-РОК,1986.0,https://ru.wikipedia.org/wiki/%D0%95%D0%B2%D0%B0_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),GLAM ROCK
ЕВРАЗИЯ,,,,
ЕВРИКА,,,,
ЕВРОКЛIДОН,,2003.0,https://uk.wikipedia.org/wiki/%D0%95%D0%B2%D1%80%D0%BE%D0%BA%D0%BB%D1%96%D0%B4%D0%BE%D0%BD,
ЕГОР И БОМБОМЕТАТЕЛИ,,,,
ЕГОР И ОПИЗДЕНЕВШИЕ,ЭКСПЕРИМЕНТАЛЬНЫЙ РОК;НОЙЗ-РОК;ПСИХОДЕЛИЧЕСКИЙ РОК;ПСИХОДЕЛИЧЕСКИЙ ФОЛК;ПОСТ-ПАНК;ГАРАЖНЫЙ РОК,1990.0,https://ru.wikipedia.org/wiki/%D0%95%D0%B3%D0%BE%D1%80_%D0%B8_%D0%BE%D0%BF%D0%B8%D0%B7%D0%B4%D0%B5%D0%BD%D0%B5%D0%B2%D1%88%D0%B8%D0%B5,PSYCHODELIC FOLK;EXPERIMENTAL ROCK;PSYCHODELIC ROCK;NOISE ROCK;POST PUNK;GARAGE ROCK
ЕККЛЕСИАСТ,ДУМ-МЕНТАЛ;ДЭТ-МЕТАЛ,1994.0,https://ru.wikipedia.org/wiki/%D0%95%D0%BA%D0%BA%D0%BB%D0%B5%D1%81%D0%B8%D0%B0%D1%81%D1%82_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),DEATH METAL;DOOM METAL
ЕЛОЧНЫЕ ИГРУШКИ,,1997.0,https://ru.wikipedia.org/wiki/%D0%81%D0%BB%D0%BE%D1%87%D0%BD%D1%8B%D0%B5_%D0%B8%D0%B3%D1%80%D1%83%D1%88%D0%BA%D0%B8_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),
ЕНЕЙ,ROCK,1969.0,https://uk.wikipedia.org/wiki/%D0%95%D0%BD%D0%B5%D0%B9_(%D1%83%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%B3%D1%83%D1%80%D1%82),ROCK
ЕНКIЗЕМА,,,,
ЕР.ДЖАЗ,,,,
ЕСЛИ,,,,
ЕСТЬ ЕСТЬ ЕСТЬ,,2010.0,https://ru.wikipedia.org/wiki/%D0%95%D1%81%D1%82%D1%8C_%D0%95%D1%81%D1%82%D1%8C_%D0%95%D1%81%D1%82%D1%8C,
ЕТНО XL,ЕТНО-РОК;ЕТНО-СКА-РОК,2004.0,https://uk.wikipedia.org/wiki/%D0%95%D1%82%D0%BD%D0%BE_XL,ETHNO ROCK;ETHNO SKA ROCK
ЕТСЕТЕРА,РОК;АЛЬТЕРНАТИВА,2003.0,https://ru.wikipedia.org/wiki/%D0%95%D1%82%D1%81%D0%B5%D1%82%D0%B5%D1%80%D0%B0,ROCK;ALTERNATIVE
ЕФIР,,2007.0,https://uk.wikipedia.org/wiki/%D0%95%D1%84%D1%96%D1%80_(%D0%B3%D1%83%D1%80%D1%82),
ЕФЕКТ МЕТЕЛИКА,ПОП;ПОП-РОК;УКРАЇНСЬКИЙ РОК;АЛЬТЕРНАТИВНИЙ РОК,2004.0,https://uk.wikipedia.org/wiki/%D0%95%D1%84%D0%B5%D0%BA%D1%82_%D0%BC%D0%B5%D1%82%D0%B5%D0%BB%D0%B8%D0%BA%D0%B0_(%D0%B3%D1%83%D1%80%D1%82),UKRAINIAN ROCK;ALTERNATIVE ROCK;POP;POP ROCK
ЕХО,,,,
ЖАБА В ДИРИЖАБЛI,,1989.0,https://uk.wikipedia.org/wiki/%D0%96%D0%B0%D0%B1%D0%B0_%D0%B2_%D0%B4%D0%B8%D1%80%D0%B8%D0%B6%D0%B0%D0%B1%D0%BB%D1%96,
ЖАЙВIР,,,https://uk.wikipedia.org/wiki/%D0%96%D0%B0%D0%B9%D0%B2%D1%96%D1%80_(%D0%B3%D1%83%D1%80%D1%82),
ЖЕЛЕЗНЫЙ ПОТОК,,,,
ЖЕМЧУГ,,,,
ЖЕМЧУЖИНА,,,,
ЖЕНСКАЯ БОЛЕЗНЬ,,,,
ЖЕНСОВЕТ,,,,
ЖЕСТОКИЕ ЛИЦА,БЛЮЗ-РОК,1996.0,https://ru.wikipedia.org/wiki/%D0%96%D0%B5%D1%81%D1%82%D0%BE%D0%BA%D0%B8%D0%B5_%D0%9B%D0%B8%D1%86%D0%B0,BLUES ROCK
ЖИВАЯ ЗЕМЛЯ,,,,
ЖИВАЯ РЫБА,,,,
ЖИГУЛИН И КО,,,,
ЖИЛИ-БЫЛИ,,,,
ЖУКИ,РОК;КАМЕДИ-РОК,1991.0,https://ru.wikipedia.org/wiki/%D0%96%D1%83%D0%BA%D0%B8_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),ROCK;COMEDY ROCK
ЗА КРАЙ,ФОЛЬК-РОК;ПОП-РОК;СКА-РОК,2005.0,https://uk.wikipedia.org/wiki/%D0%97%D0%B0_%D0%9A%D1%80%D0%B0%D0%B9,FOLK ROCK;SKA ROCK;POP ROCK
ЗАГРАВА,,,,
ЗАЗЕРКАЛЬЕ,ROCK,1987.0,https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%B7%D0%B5%D1%80%D0%BA%D0%B0%D0%BB%D1%8C%D0%B5_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),ROCK
ЗАКАРПАТТЯ,,,,
ЗАКАТ СОЛНЦА ВРУЧНУЮ,,,,
ЗАЛИШАЙСЯ ЗОЛОТИМ,,,,
ЗАМКОВА ТIНЬ,,2002.0,https://uk.wikipedia.org/wiki/%D0%97%D0%B0%D0%BC%D0%BA%D0%BE%D0%B2%D0%B0_%D1%82%D1%96%D0%BD%D1%8C,
ЗАМОК ЗО,,,,
ЗАПАДНЫЙ СЕКТОР,,,,
ЗАПАДЪ,,,,
ЗАПАСНОЙ ВЫХОД,КЛАССИЧЕСКИЙ РОК;РОК-Н-РОЛЛ;БЛЮЗ-РОК,1994.0,https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%BF%D0%B0%D1%81%D0%BD%D0%BE%D0%B9_%D0%B2%D1%8B%D1%85%D0%BE%D0%B4_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),BLUES ROCK;CLASSIC ROCK;ROCK-N-ROLL
ЗАПОВЕДНИК,,,,
ЗАПРЕТНАЯ ЗОНА,,,,
ЗАПРЕЩЕННЫЕ БАРАБАНЩИКИ,РОК-Н-РОЛЛ;КАМЕДИ-РОК,1999.0,https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%BF%D1%80%D0%B5%D1%89%D1%91%D0%BD%D0%BD%D1%8B%D0%B5_%D0%B1%D0%B0%D1%80%D0%B0%D0%B1%D0%B0%D0%BD%D1%89%D0%B8%D0%BA%D0%B8,ROCK-N-ROLL;COMEDY ROCK
ЗАРОК,,,,
ЗАТЕРЯННЫЕ В КОСМОСЕ,,,,
ЗАТМЕНИЕ,,,,
ЗАХIД,,,,
ЗБРУЧ,,,,
ЗВIРЯТА СУФIНИ,,1998.0,https://uk.wikipedia.org/wiki/%D0%97%D0%B2%D1%96%D1%80%D1%8F%D1%82%D0%B0_%D0%A1%D1%83%D1%84%D1%96%D0%BD%D0%B8,
ЗВЕЗДНЫЙ ПРОЕКТ,,,,
ЗВЕЗДОЧЕТЫ,,,,
ЗВЕЗДОЧКА,,,,
ЗВЕЗДЫ,,,"https://ru.wikipedia.org/wiki/%D0%93%D1%83%D0%BB%D1%8C%D0%BA%D0%B8%D0%BD%D0%B0,_%D0%9D%D0%B0%D1%82%D0%B0%D0%BB%D0%B8%D1%8F_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0",
ЗВЕЗДЫ ПЕТЕРБУРГСКОГО ДЖАЗА,,2015.0,https://ru.wikipedia.org/wiki/%D0%97%D0%B2%D1%91%D0%B7%D0%B4%D1%8B_%D0%BF%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D0%B4%D0%B6%D0%B0%D0%B7%D0%B0,
ЗВЕРИ,ПОП-РОК;ФАНК;ПОП-ПАНК;БРИТ-ПОП,2001.0,https://ru.wikipedia.org/wiki/%D0%97%D0%B2%D0%B5%D1%80%D0%B8_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),BRIT POP;FUNK;POP PUNK;POP ROCK
ЗВОНКИ,,,,
ЗВОНОК,,,,
ЗВУКИ МУ,ЭКСПЕРИМЕНТАЛЬНЫЙ РОК;ПСИХОДЕЛИЧЕСКИЙ РОК;АЛЬТЕРНАТИВНЫЙ РОК;НОВАЯ ВОЛНА;ПОСТ-ПАНК;ТРИП-ХОП;LO-FI;SMOOTH JAZZ;SPOKEN WORD,1983.0,https://ru.wikipedia.org/wiki/%D0%97%D0%B2%D1%83%D0%BA%D0%B8_%D0%9C%D1%83,NEW WAVE;EXPERIMENTAL ROCK;PSYCHODELIC ROCK;TRIP HOP;ALTERNATIVE ROCK;POST PUNK;LO-FI;SMOOTH JAZZ;SPOKEN WORD
"ЗДРАВСТВУЙ, ПЕСНЯ",ДИСКО;ПОП-МУЗЫКА,1977.0,"https://ru.wikipedia.org/wiki/%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9,_%D0%BF%D0%B5%D1%81%D0%BD%D1%8F",POP;DISCO
ЗЕБРА,,,,
ЗЕМЛЯ И ВОЛЯ,,,,
ЗЕМЛЯНЕ,НОВАЯ ВОЛНА;СПЕЙС-РОК;ПРОГРЕССИВ-РОК,1978.0,https://ru.wikipedia.org/wiki/%D0%97%D0%B5%D0%BC%D0%BB%D1%8F%D0%BD%D0%B5_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),SPACE ROCK;PROGRESSIVE ROCK;NEW WAVE
ЗЕМЛЯНЕ / АТЛАС,ПРОГРЕССИВ-РОК,1969.0,https://ru.wikipedia.org/wiki/%D0%97%D0%B5%D0%BC%D0%BB%D1%8F%D0%BD%D0%B5_%E2%80%94_%D0%90%D1%82%D0%BB%D0%B0%D1%81#.D0.A1.D0.BE.D1.81.D1.82.D0.B0.D0.B2,PROGRESSIVE ROCK
ЗЕНИЦА ОКА,,,,
ЗЕРКАЛО,,,,
ЗЕРКАЛО МИРА,НОВАЯ ВОЛНА;РОК;ПОСТ-ПАНК;БЛЮЗ-РОК,1986.0,https://ru.wikipedia.org/wiki/%D0%97%D0%B5%D1%80%D0%BA%D0%B0%D0%BB%D0%BE_%D0%BC%D0%B8%D1%80%D0%B0,BLUES ROCK;NEW WAVE;ROCK;POST PUNK
ЗИГЗАГ,,,,
ЗИМАВСЕГДА,ПОП;ИНДИ;РОК;СОУЛ,2009.0,https://ru.wikipedia.org/wiki/%D0%97%D0%B8%D0%BC%D0%B0%D0%B2%D1%81%D0%B5%D0%B3%D0%B4%D0%B0,POP;INDIE;ROCK;SOUL
ЗИМОВЬЕ ЗВЕРЕЙ,РОК-Н-РОЛЛ;БЛЮЗ-РОК;АРТ-РОК;АВТОРСКАЯ ПЕСНЯ,1994.0,https://ru.wikipedia.org/wiki/%D0%97%D0%B8%D0%BC%D0%BE%D0%B2%D1%8C%D0%B5_%D0%97%D0%B2%D0%B5%D1%80%D0%B5%D0%B9,BARD;ART ROCK;BLUES ROCK;ROCK-N-ROLL
ЗЛАМ,МАТКОР;МЕТАЛКОР;НЮ-МЕТАЛ,2008.0,https://uk.wikipedia.org/wiki/%D0%97%D0%9B%D0%90%D0%9C_(%D0%B3%D1%83%D1%80%D1%82),MATHCORE;METALCORE;NEW METAL
ЗМЕИРАДУГА,,,,
ЗНОВУ ЗА СТАРЕ,,,,
ЗОДЧИЕ,РОК,1980.0,https://ru.wikipedia.org/wiki/%D0%97%D0%BE%D0%B4%D1%87%D0%B8%D0%B5_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),ROCK
ЗОЛОТАЯ ВОСЬМЕРКА,,,,
ЗОЛОТАЯ СЕРЕДИНА,,,,
ЗОЛОТОЕ ВРЕМЯ,,,,
ЗОЛОТОЕ КОЛЬЦО,ЭСТРАДНЫЙ ФОЛК;НАРОДНАЯ ПЕСНЯ;РУССКИЙ ШАНСОН,1988.0,https://ru.wikipedia.org/wiki/%D0%97%D0%BE%D0%BB%D0%BE%D1%82%D0%BE%D0%B5_%D0%BA%D0%BE%D0%BB%D1%8C%D1%86%D0%BE_(%D0%B0%D0%BD%D1%81%D0%B0%D0%BC%D0%B1%D0%BB%D1%8C),CHANSON;FOLK SONGS;ESTRADE FOLK
ЗОНА ОТДЫХА,,,,
ЗООПАРК,РОК-Н-РОЛЛ;БЛЮЗ-РОК;ПАНК-РОК;РИТМ-ЭНД-БЛЮЗ;ГАРАЖНЫЙ РОК,1981.0,https://ru.wikipedia.org/wiki/%D0%97%D0%BE%D0%BE%D0%BF%D0%B0%D1%80%D0%BA_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),BLUES ROCK;RHYTM-N-BLUES;PUNK ROCK;ROCK-N-ROLL;GARAGE ROCK
ЗУПИНКА СЕРЦЯ,VOICE,,,VOICE
И ДРУГ МОЙ ГРУЗОВИК,ФАНК-РОК;ТРІП-ХОП;АЛЬТЕРНАТИВНИЙ РОК;НЮ-МЕТАЛ,1997.0,https://uk.wikipedia.org/wiki/%D0%98_%D0%94%D1%80%D1%83%D0%B3_%D0%9C%D0%BE%D0%B9_%D0%93%D1%80%D1%83%D0%B7%D0%BE%D0%B2%D0%B8%D0%BA,TRIP HOP;ALTERNATIVE ROCK;FUNK ROCK;NEW METAL
ИIЦКIЙ АУН,,,,
ИВА НОВА,ЭКСПЕРИМЕНТАЛЬНЫЙ РОК;АРТ-РОК;ФОЛК-ПАНК;ЭТНО-ЭКСТРИМ;ФОЛК-РОК;WORLD MUSIC,2002.0,https://ru.wikipedia.org/wiki/%D0%98%D0%B2%D0%B0_%D0%9D%D0%BE%D0%B2%D0%B0,FOLK PUNK;EXPERIMENTAL ROCK;ETHNO EXTREME;WORLD MUSIC;FOLK ROCK;ART ROCK
ИВАН КУПАЛА,ТЕХНО;ЭТНО-ЭЛЕКТРОНИКА;ЧИЛАУТ;ТРИП-ХОП;НЬЮ-ЭЙДЖ;НАРОДНАЯ МУЗЫКА,1998.0,https://ru.wikipedia.org/wiki/%D0%98%D0%B2%D0%B0%D0%BD_%D0%9A%D1%83%D0%BF%D0%B0%D0%BB%D0%B0_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),TECHNO;CHILLOUT;TRIP HOP;ETHNO ELECTRONICS;NEW AGE;FOLK
ИВАН-ДА-МАРЬЯ,ВОКАЛ,1972.0,https://ru.wikipedia.org/wiki/%D0%98%D0%B2%D0%B0%D0%BD-%D0%B4%D0%B0-%D0%9C%D0%B0%D1%80%D1%8C%D1%8F_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),VOICE
ИВАН-КАЙФ,ФЬЮЖН;АРТ-РОК;АВТОРСКАЯ ПЕСНЯ;РЕГГИ,1990.0,https://ru.wikipedia.org/wiki/%D0%98%D0%B2%D0%B0%D0%BD-%D0%9A%D0%B0%D0%B9%D1%84,ART ROCK;BARD;FUSION;REGGAE
ИВАН-ЦАРЕВИЧ,ФОЛК-МЕТАЛ;ГРУВ-МЕТАЛ;ЭТНИЧЕСКИЙ МЕТАЛ,1999.0,https://ru.wikipedia.org/wiki/%D0%98%D0%B2%D0%B0%D0%BD-%D1%86%D0%B0%D1%80%D0%B5%D0%B2%D0%B8%D1%87_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),ETHNO METAL;GROOVE METAL;FOLK METAL
ИВАНУШКИ INTERNATIONAL,ПОП-МУЗЫКА,1995.0,https://ru.wikipedia.org/wiki/%D0%98%D0%B2%D0%B0%D0%BD%D1%83%D1%88%D0%BA%D0%B8_International,POP
